0001_0.8_0.2.jpg,33.50,0.988
0002_0.8_0.08.jpg,36.35,0.991
0003_0.8_0.2.jpg,32.33,0.976
0004_0.9_0.12.jpg,34.05,0.989
0006_0.85_0.08.jpg,36.86,0.988
0007_0.9_0.16.jpg,33.04,0.989
0009_0.8_0.16.jpg,33.59,0.978
0010_0.95_0.16.jpg,33.14,0.981
0011_0.95_0.16.jpg,38.69,0.987
0014_0.8_0.12.jpg,34.35,0.990
0016_0.8_0.08.jpg,38.38,0.992
0017_0.9_0.08.jpg,35.64,0.982
0018_0.9_0.2.jpg,34.89,0.988
0019_0.8_0.16.jpg,36.10,0.989
0021_0.8_0.08.jpg,34.58,0.989
0022_0.8_0.08.jpg,36.37,0.989
0023_0.85_0.12.jpg,41.78,0.989
0024_0.85_0.08.jpg,39.56,0.966
0025_0.8_0.16.jpg,35.77,0.986
0026_0.95_0.08.jpg,36.29,0.988
0029_0.85_0.08.jpg,39.49,0.989
0030_0.95_0.12.jpg,35.71,0.988
0033_0.85_0.08.jpg,37.15,0.989
0034_0.9_0.16.jpg,35.91,0.987
0036_1_0.08.jpg,37.70,0.993
0039_0.9_0.2.jpg,35.49,0.986
0040_1_0.08.jpg,37.71,0.992
0042_0.8_0.2.jpg,34.58,0.988
0045_0.8_0.16.jpg,33.26,0.988
0046_0.9_0.16.jpg,37.95,0.983
0047_0.9_0.12.jpg,38.07,0.974
0048_0.9_0.2.jpg,33.06,0.984
0049_0.85_0.12.jpg,39.34,0.995
0051_0.8_0.2.jpg,37.54,0.989
0051_0.95_0.12.jpg,37.64,0.992
0052_0.9_0.16.jpg,38.55,0.991
0053_0.9_0.12.jpg,38.26,0.988
0054_0.85_0.16.jpg,37.64,0.991
0055_0.85_0.12.jpg,35.85,0.983
0056_0.8_0.16.jpg,38.24,0.990
0057_0.8_0.12.jpg,36.68,0.990
0058_0.8_0.2.jpg,33.17,0.985
0059_0.9_0.12.jpg,37.10,0.990
0060_0.9_0.2.jpg,35.36,0.978
0061_0.8_0.2.jpg,38.77,0.963
0062_0.9_0.2.jpg,33.28,0.979
0063_0.8_0.16.jpg,34.82,0.985
0064_0.8_0.2.jpg,34.31,0.983
0065_0.9_0.12.jpg,35.59,0.992
0066_1_0.08.jpg,37.80,0.989
0068_1_0.16.jpg,33.21,0.984
0069_0.9_0.16.jpg,35.51,0.974
0070_0.9_0.12.jpg,34.76,0.988
0071_0.8_0.2.jpg,34.62,0.985
0072_0.9_0.2.jpg,35.71,0.964
0073_0.8_0.16.jpg,35.41,0.966
0074_0.8_0.2.jpg,34.40,0.963
0075_0.8_0.2.jpg,34.30,0.988
0076_0.8_0.2.jpg,35.18,0.969
0076_1_0.16.jpg,33.88,0.971
0077_0.8_0.2.jpg,33.79,0.954
0079_0.8_0.12.jpg,35.38,0.989
0081_0.8_0.2.jpg,38.18,0.991
0082_0.85_0.16.jpg,29.86,0.984
0083_0.85_0.12.jpg,32.83,0.981
0084_0.95_0.16.jpg,29.91,0.976
0085_0.95_0.08.jpg,37.79,0.989
0086_0.8_0.2.jpg,32.66,0.974
0086_0.95_0.12.jpg,33.46,0.979
0087_0.9_0.16.jpg,34.03,0.984
0088_0.9_0.12.jpg,37.71,0.991
0089_0.9_0.2.jpg,32.41,0.984
0090_0.85_0.12.jpg,34.37,0.992
0091_0.85_0.2.jpg,34.68,0.983
0092_0.85_0.2.jpg,34.06,0.987
0093_0.8_0.08.jpg,38.14,0.990
0094_0.8_0.2.jpg,33.40,0.986
0095_0.8_0.08.jpg,37.71,0.992
0096_0.8_0.2.jpg,32.07,0.982
0097_0.85_0.08.jpg,38.98,0.992
0098_0.85_0.2.jpg,34.83,0.987
0099_0.9_0.16.jpg,35.32,0.992
0100_0.9_0.12.jpg,35.47,0.990
0101_0.9_0.08.jpg,36.44,0.980
0102_0.85_0.12.jpg,38.75,0.989
0104_0.95_0.12.jpg,37.11,0.980
0105_0.95_0.2.jpg,31.04,0.980
